COUNTY_CODE_AND_NAME,ALL_LIVE_STOCKING,ESTIMATE,VARIANCE,PLOT_COUNT,SE,SE_PERCENT
02220 AK Sitka Borough,Total,2495693.2638167264,13960576222.425364,390,118154.88234696594,4.734351134412596
02232 AK Skagway-Hoonah-Angoon Census Area,Total,2902127.4351097206,16655188242.55785,456,129054.98147130103,4.446909529540417
02261 AK Valdez-Cordova Census Area,Total,10520986.10806686,30894199055.756096,1680,175767.4573285854,1.6706367209611415
02280 AK Wrangell-Petersburg Census Area,Total,4842684.048573863,23736957633.903374,760,154068.02924001907,3.181459448823448
02282 AK Yakutat Borough,Total,2977195.5093585616,11493333716.513292,482,107206.96673497153,3.6009380773944986
04001 AZ Apache,Total,7179760.000000001,52604619.45614667,1190,7252.904208394501,0.1010187556184956
04003 AZ Cochise,Total,3979997.0,62075953.70897544,628,7878.829463123025,0.19796068849104723
04005 AZ Coconino,Total,11943128.0,38505891.00565055,1960,6205.3115156010135,0.051957171652192075
04007 AZ Gila,Total,3069259.0,33202304.473033193,511,5762.144086451952,0.1877373035788753
04009 AZ Graham,Total,2970320.0,11614838.493246775,498,3408.05494281515,0.11473696244226717
04011 AZ Greenlee,Total,1182982.0,4720235.929327043,194,2172.6103951990663,0.18365540601624253
04012 AZ La Paz,Total,2888538.0,0.0,467,0.0,0.0
04013 AZ Maricopa,Total,5903507.0,10349446.106115213,986,3217.05550249218,0.0544939728621001
04015 AZ Mohave,Total,8620582.0,52902454.24647006,1429,7273.4073340127225,0.08437257871931063
04017 AZ Navajo,Total,6374050.0,44459747.73542695,1073,6667.814314708153,0.10460875447648124
04019 AZ Pima,Total,5880828.0,43088474.630729094,821,6564.181185093012,0.11162001651966376
04021 AZ Pinal,Total,3439407.0,2713215.9886006364,560,1647.1842606705045,0.047891519109849595
04023 AZ Santa Cruz,Total,792386.0,2468408.916420595,128,1571.11709188736,0.1982767353142736
04025 AZ Yavapai,Total,5201759.0,11447757.93331758,825,3383.4535512280318,0.06504441192350571
04027 AZ Yuma,Total,3532119.9999999995,0.0,605,0.0,0.0
05001 AR Arkansas,Total,622641.5477850689,3231346001.138426,106,56844.92942328652,9.129639617770732
05003 AR Ashley,Total,573413.2190962977,3237970954.6511474,96,56903.17174508946,9.923589106433429
05005 AR Baxter,Total,376545.27282377344,2181726262.2372174,62,46708.95269899784,12.404604723548886
05007 AR Benton,Total,571211.0827560928,3279731415.266376,94,57268.939358664364,10.02588028970688
05009 AR Boone,Total,356234.94214114884,2089527961.735169,58,45711.35484466818,12.831799870591091
05011 AR Bradley,Total,409824.08231074264,2342748646.0685787,67,48401.94878378947,11.810420830050065
05013 AR Calhoun,Total,409864.65802596934,2360729947.48182,68,48587.3434906851,11.854484776681225
05015 AR Carroll,Total,430616.22089831065,2496988747.172792,71,49969.87839861922,11.604272197265772
05017 AR Chicot,Total,438127.87271247245,2377935163.3795886,74,48764.07656646016,11.130101416410515
05019 AR Clark,Total,575909.9038270225,3259857585.4813204,96,57095.162540107725,9.913905310657158
05021 AR Clay,Total,413714.864769449,2259935097.1937346,69,47538.77467072258,11.490709838819674
05023 AR Cleburne,Total,404251.93742603215,2349193235.9977913,67,48468.47672454532,11.989670855545082
05025 AR Cleveland,Total,364719.3188728347,2101193733.094996,61,45838.77979500541,12.568234645938196
05027 AR Columbia,Total,501587.90582695825,2842603479.371604,82,53316.071492295865,10.629457144584595
05029 AR Conway,Total,365691.5614879762,2140916717.3909452,60,46270.04125123453,12.652750602984824
05031 AR Craighead,Total,465813.519700985,2517010605.6239095,78,50169.817675808925,10.770365297257566
05033 AR Crawford,Total,376002.16229101556,2195317275.1124997,61,46854.21299213657,12.461155198323745
05035 AR Crittenden,Total,391640.74899691297,2149349301.579249,66,46361.075284976396,11.8376536159014
05037 AR Cross,Total,359252.7583067835,1996363401.513815,60,44680.68264377588,12.437116100197304
05039 AR Dallas,Total,447840.00135608355,2566535646.0544534,74,50660.98741689164,11.312296191382515
05041 AR Desha,Total,510209.3203445468,2729116763.2865868,86,52240.94910399874,10.23912089036715
05043 AR Drew,Total,555557.0447261854,3149804282.5671496,93,56123.11718505263,10.102134014467183
05045 AR Faulkner,Total,385100.97707478143,2254594993.836566,64,47482.5756866302,12.329902678333045
05047 AR Franklin,Total,385114.10519666236,2265790044.4321537,63,47600.315591728526,12.36005509780561
05049 AR Fulton,Total,409908.68143488374,2384584264.790553,67,48832.20520097933,11.912947300857935
05051 AR Garland,Total,505303.452504462,2605750196.1018147,82,51046.54930650861,10.10215723908157
05053 AR Grant,Total,429842.30242119863,2465226771.731311,71,49651.05005668371,11.550992021262505
05055 AR Greene,Total,368024.54297231475,2026639950.9639273,62,45018.217989653116,12.232395596790315
05057 AR Hempstead,Total,455571.5745382421,2614434402.9802265,76,51131.5401976141,11.223601966264022
05059 AR Hot Spring,Total,371423.714428621,2156936819.396045,62,46442.833886360175,12.50400340156132
05061 AR Howard,Total,420325.2826153654,2418251658.305114,70,49175.7222448752,11.699444282507105
05063 AR Independence,Total,467608.7786783798,2709130526.4011126,77,52049.30860636972,11.130951979447142
05065 AR Izard,Total,362514.5466408273,2123423531.8854861,60,46080.619916462565,12.711385058464533
05067 AR Jackson,Total,457893.26334025845,2472959704.4082036,76,49728.861885309656,10.860361107421744
05069 AR Jefferson,Total,629732.8068987184,3269228826.648222,106,57177.17050229245,9.079592150181309
05071 AR Johnson,Total,473403.4072228926,2646517651.4462156,78,51444.31602661479,10.866908695989434
05073 AR Lafayette,Total,339581.841629763,1977295476.6349878,57,44466.79071661219,13.094572578793285
05075 AR Lawrence,Total,403822.78695700655,2222576522.6613073,68,47144.2098529746,11.674479840087345
05077 AR Lee,Total,412255.7867432333,2260534958.6691732,69,47545.08343319184,11.532908684870568
05079 AR Lincoln,Total,341629.1338108561,1875033810.8599691,58,43301.66060164401,12.675049144262415
05081 AR Little River,Total,319837.2476800286,1862910956.4580765,53,43161.452205157286,13.494817291679812
05083 AR Logan,Total,454544.6122976126,2417297471.4427023,77,49166.019479338596,10.816544327918951
05085 AR Lonoke,Total,514232.00392423675,2739668615.464104,86,52341.8438294268,10.178643769736755
05087 AR Madison,Total,547083.9052332315,3159596860.4064407,91,56210.291410082915,10.274528435655492
05089 AR Marion,Total,422778.04369155533,2450449766.03854,70,49502.0177976468,11.708748487838173
05091 AR Miller,Total,411442.7771690373,2317571568.278475,69,48141.1629302666,11.700573105573868
05093 AR Mississippi,Total,562787.3135582006,2920740576.2879457,94,54043.8763995325,9.602895285226353
05095 AR Monroe,Total,403733.53020214225,2183546619.32718,68,46728.434805021876,11.574078274258214
05097 AR Montgomery,Total,507814.551856394,2482231863.005388,83,49822.00179644921,9.81106224985425
05099 AR Nevada,Total,400740.0201958796,2313080290.3450923,66,48094.493347420685,12.001420103715208
05101 AR Newton,Total,479560.7496280165,2673911597.014372,80,51709.87910461957,10.782758836024351
05103 AR Ouachita,Total,452721.1933695988,2591158536.212828,75,50903.42361976086,11.243879094965104
05105 AR Perry,Total,358372.0346904106,1977939586.276385,61,44474.03271883926,12.410017639144016
05107 AR Phillips,Total,478414.873696836,2566218197.1269255,81,50657.85424913817,10.588687148811191
05109 AR Pike,Total,400529.92553282424,2324374380.0443153,67,48211.76599176093,12.036994720837626
05111 AR Poinsett,Total,494669.4906771957,2647813415.000664,84,51456.908331152816,10.40228057338022
05113 AR Polk,Total,570981.1521595849,3001501928.4507837,96,54785.964703113365,9.595056596159079
05115 AR Pope,Total,545133.8324378036,3051313483.358918,89,55238.695525500225,10.133052149501767
05117 AR Prairie,Total,436828.04949750926,2368904757.00252,73,48671.395675514796,11.142003296606601
05119 AR Pulaski,Total,522298.1203437845,2585907146.0068936,91,50851.81556254303,9.736166679878457
05121 AR Randolph,Total,405884.8253425979,2363585294.7731867,67,48616.71826412378,11.977959073263591
05123 AR St. Francis,Total,390805.40146441123,2143413545.8136728,66,46297.014437365964,11.846564623693414
05125 AR Saline,Total,447965.4794607194,2309892186.381644,75,48061.337750645725,10.728803882054502
05127 AR Scott,Total,569820.1987145005,2817940760.9412723,97,53084.27979111398,9.315970179869145
05129 AR Searcy,Total,437406.21651816316,2563502398.327094,72,50631.04184516742,11.575290869937827
05131 AR Sebastian,Total,332916.25439304445,1766822511.6813607,58,42033.58789921889,12.625874328621272
05133 AR Sevier,Total,367828.7820702608,2137663706.437314,61,46234.8754344306,12.569673089257885
05135 AR Sharp,Total,394294.44474381616,2293868384.448959,65,47894.34605931016,12.14684779300617
05137 AR Stone,Total,397937.0777433624,2315102331.466804,66,48115.510300388625,12.091235773566012
05139 AR Union,Total,699332.9362535097,3868431095.88647,115,62196.712902584084,8.893719954873918
05141 AR Van Buren,Total,486822.69219205686,2820435679.171351,81,53107.77418769639,10.909058891351926
05143 AR Washington,Total,599257.226326397,3450589247.793612,99,58741.71641851821,9.80242103689266
05145 AR White,Total,687569.3404410526,3827908886.9970245,112,61870.096872374656,8.998379251856557
05147 AR Woodruff,Total,393138.50925648195,2158208784.5222993,66,46456.52574743724,11.816834182766154
05149 AR Yell,Total,599033.2956466126,3179147499.6740294,101,56383.9294451356,9.412486727348481
06001 CA Alameda,Total,548152.142987216,3448629901.0936694,88,58725.03640776793,10.713273159480746
06003 CA Alpine,Total,456562.98721879604,2182619368.356331,77,46718.51205203705,10.232654279889843
06005 CA Amador,Total,397648.7092034026,2516689210.2292123,58,50166.614498381416,12.615812232580522
06007 CA Butte,Total,1126650.4795968102,6938986931.220208,171,83300.58181801738,7.393648991107502
06009 CA Calaveras,Total,786640.6636212372,4889997716.655919,103,69928.5186219179,8.889512309217219
06011 CA Colusa,Total,796586.4011084671,4935145974.042734,120,70250.5941187883,8.818954732472596
06013 CA Contra Costa,Total,552451.7653146206,3485307358.4189477,89,59036.491752296286,10.686270812923384
06015 CA Del Norte,Total,835934.5085321846,4373648761.631963,146,66133.56758584829,7.911333592624626
06017 CA El Dorado,Total,1097401.6523416822,4993548398.294038,180,70665.04367998394,6.439305383693917
06019 CA Fresno,Total,3762946.2782106795,19588782424.49117,605,139959.93149645068,3.7194241200542226
06021 CA Glenn,Total,838324.8771761447,5007922873.599344,130,70766.67911947927,8.441438521764173
06023 CA Humboldt,Total,2332989.724959873,11146586776.347797,358,105577.39709022854,4.525412005063351
06025 CA Imperial,Total,2815227.300648423,16687338576.041998,468,129179.48202420537,4.588598653986193
06027 CA Inyo,Total,6538723.462271009,31188346946.557247,1087,176602.2280339556,2.700867058424561
06029 CA Kern,Total,5185506.356183675,29661242845.20833,822,172224.39677701975,3.3212647897276906
06031 CA Kings,Total,882518.2836785077,5334970593.724159,146,73040.88302946617,8.27641584092939
06033 CA Lake,Total,877349.3247116441,5005579042.531908,132,70750.11690825611,8.064076065882805
06035 CA Lassen,Total,3102192.4461393473,16707728474.520622,504,129258.37874010575,4.1666782762290175
06037 CA Los Angeles,Total,3117912.0567788747,15240719873.269344,493,123453.31049943272,3.959486613197575
06039 CA Madera,Total,1319340.1524592757,7632970255.712635,202,87366.87161454641,6.62201263652083
06041 CA Marin,Total,528286.8626105346,3302730108.794013,86,57469.38409965791,10.878442786873856
06043 CA Mariposa,Total,995995.7918654543,5883942507.195193,139,76706.8608873756,7.7015245961739645
06045 CA Mendocino,Total,2452462.0894523426,13494028020.944546,357,116163.79823742225,4.736619527658537
06047 CA Merced,Total,1263031.0911997736,7697727524.027353,207,87736.6942848165,6.946518965061581
06049 CA Modoc,Total,2777993.624109934,10304181327.94066,448,101509.51348489786,3.654058548007697
06051 CA Mono,Total,1990695.069584075,8729696997.919842,330,93432.84753190305,4.693478622591074
06053 CA Monterey,Total,2334893.8800026234,14076253963.436483,356,118643.38988513639,5.081318294645711
06055 CA Napa,Total,557930.4791178246,3554461807.07015,77,59619.30733470618,10.685795016786614
06057 CA Nevada,Total,623123.1726204301,3643067542.405839,91,60357.82917241009,9.686340008603166
06059 CA Orange,Total,617947.9623914269,3775954883.826906,103,61448.79888026215,9.944008657696427
06061 CA Placer,Total,977987.4845700588,5790256758.233148,158,76093.73665574026,7.78064523895134
06063 CA Plumas,Total,1683129.9291900347,5700263323.669858,277,75500.08823617267,4.4856957818167515
06065 CA Riverside,Total,4774493.97342179,27333248894.93011,782,165327.70153525425,3.4627272011565027
06067 CA Sacramento,Total,670891.3424212864,4172307853.528182,111,64593.40410233991,9.6279978616535
06069 CA San Benito,Total,772459.1853992636,4815553326.747202,122,69394.18798968112,8.983541046743214
06071 CA San Bernardino,Total,12901800.716945415,51025125803.823166,2141,225887.4184274617,1.7508208612366631
06073 CA San Diego,Total,3004297.9044371983,15529735622.714224,484,124618.3598941754,4.148002756654734
06075 CA San Francisco,Total,150944.35691003216,939591604.8684143,25,30652.758519722403,20.307323272768958
06077 CA San Joaquin,Total,855157.8554637828,5253461397.155564,141,72480.76570481002,8.47571769840097
06079 CA San Luis Obispo,Total,2268346.0357108233,13737540172.773256,361,117207.25307238138,5.167079944028583
06081 CA San Mateo,Total,469089.6591761139,2937589016.853796,76,54199.52967373237,11.554194089233553
06083 CA Santa Barbara,Total,2359579.1782268244,12853653478.000698,370,113373.95414291898,4.8048378791050865
06085 CA Santa Clara,Total,795453.0928883067,4933336146.868989,125,70237.71171435605,8.829899882508654
06087 CA Santa Cruz,Total,437928.23772704776,2764447827.167288,68,52578.01657696197,12.00608045963294
06089 CA Shasta,Total,2426017.4312466527,13091249141.264326,363,114416.99673241003,4.716247923808807
06091 CA Sierra,Total,570540.0363893514,2625861166.8376107,99,51243.15726843547,8.981518210838722
06093 CA Siskiyou,Total,4104386.0598261734,15865926876.73065,656,125960.02094605514,3.0689126000829887
06095 CA Solano,Total,523418.0053553494,3293527379.7234826,85,57389.261885160035,10.964327038424742
06097 CA Sonoma,Total,1130454.8621634482,7110812827.592073,170,84325.63564890616,7.459442961528333
06099 CA Stanislaus,Total,978783.1275335633,6080249658.181978,155,77975.95564135125,7.966622375054926
06101 CA Sutter,Total,399087.2468421374,2493285649.404639,66,49932.81135090071,12.511753193319175
06103 CA Tehama,Total,2031468.7049983926,11687582769.413118,290,108109.1243578132,5.321722362338766
06105 CA Trinity,Total,2054611.1598256454,8319124546.904923,320,91209.23498695143,4.439245574558812
06107 CA Tulare,Total,2977479.024407686,15755576180.49148,462,125521.21804894772,4.21568773516105
06109 CA Tuolumne,Total,1489480.3216421092,6647956357.937706,235,81535.00081521865,5.474056933181142
06111 CA Ventura,Total,1346124.2152914202,7446108212.6234255,213,86290.83504418893,6.410317418256084
06113 CA Yolo,Total,702013.3620263987,4405038502.003695,110,66370.46407856204,9.454302107153657
06115 CA Yuba,Total,404157.8638674019,2542056754.893219,65,50418.81350144229,12.475029687405499
08001 CO Adams,Total,766530.0,0.0,132,0.0,0.0
08003 CO Alamosa,Total,463056.0,0.0,78,0.0,0.0
08005 CO Arapahoe,Total,515475.0,0.0,90,0.0,0.0
08007 CO Archuleta,Total,867504.0,40449850.013251044,132,6360.019655099428,0.7331400956190897
08009 CO Baca,Total,1636528.0,0.0,272,0.0,0.0
08011 CO Bent,Total,986313.0,0.0,155,0.0,0.0
08013 CO Boulder,Total,480876.0,13186662.094327524,82,3631.3443921401235,0.7551519294246591
08015 CO Chaffee,Total,649601.0,2409155.530505796,107,1552.1454604855164,0.23893828065004774
08017 CO Cheyenne,Total,1140074.0,0.0,193,0.0,0.0
08019 CO Clear Creek,Total,253731.0,6203570.8743529115,45,2490.696865207188,0.9816289161384252
08021 CO Conejos,Total,826153.0,20806132.43899021,136,4561.373963948824,0.552122181236263
08023 CO Costilla,Total,787481.0,13299624.934150701,129,3646.865083074873,0.46310515213381315
08025 CO Crowley,Total,512210.0,0.0,86,0.0,0.0
08027 CO Custer,Total,473536.0,4955086.668637202,76,2226.0023963682524,0.4700809223307737
08029 CO Delta,Total,735052.0,2097032.7404293693,122,1448.1135108924884,0.19700830837716088
08031 CO Denver,Total,99159.0,0.0,15,0.0,0.0
08033 CO Dolores,Total,683577.0,2475075.740008721,108,1573.2373438260106,0.23014778786091553
08035 CO Douglas,Total,539357.0,19419220.504922632,77,4406.72446437517,0.8170329604279113
08037 CO Eagle,Total,1082749.0,8754494.955354953,184,2958.799580126196,0.2732673574509139
08039 CO Elbert,Total,1184567.0,0.0,198,0.0,0.0
08041 CO El Paso,Total,1362913.0,4905002.392404798,229,2214.7239991486067,0.16249929372957825
08043 CO Fremont,Total,981726.0,72600301.36006804,153,8520.581045918643,0.8679184462791698
08045 CO Garfield,Total,1891680.0,40970398.6722746,299,6400.812344716458,0.33836654955999207
08047 CO Gilpin,Total,96162.0,0.0,14,0.0,0.0
08049 CO Grand,Total,1196542.0,14501409.679003743,202,3808.071648354813,0.31825641292615
08051 CO Gunnison,Total,2086229.0,11549504.272585083,342,3398.456160168185,0.1628994784449926
08053 CO Hinsdale,Total,718807.0,24067336.838625126,112,4905.847209058302,0.6824985300725093
08055 CO Huerfano,Total,1019671.0,46265024.13039476,153,6801.8397607114175,0.6670621956210795
08057 CO Jackson,Total,1037406.0,4518080.726305529,165,2125.5777394171046,0.20489352668262034
08059 CO Jefferson,Total,497957.0,38112759.28923089,81,6173.553214254404,1.239776369095003
08061 CO Kiowa,Total,1142878.0,0.0,193,0.0,0.0
08063 CO Kit Carson,Total,1383394.0,0.0,235,0.0,0.0
08065 CO Lake,Total,245695.0,8639035.15806348,41,2939.2235638112797,1.1962895312526831
08067 CO La Plata,Total,1087949.9999999998,5669100.8659110535,168,2380.9873720603923,0.21885080859050443
08069 CO Larimer,Total,1685662.0,29428140.49121041,266,5424.771008181858,0.3218184314638319
08071 CO Las Animas,Total,3056256.9999999995,30188926.799628504,452,5494.445085686862,0.179776932557925
08073 CO Lincoln,Total,1655285.0,0.0,277,0.0,0.0
08075 CO Logan,Total,1180703.0,0.0,193,0.0,0.0
08077 CO Mesa,Total,2138300.0,51026103.31138922,353,7143.255792101331,0.3340623762849615
08079 CO Mineral,Total,561729.0,8942800.344556475,93,2990.451528541547,0.5323655229730968
08081 CO Moffat,Total,3040591.0,27513980.88487011,486,5245.37709653654,0.1725117615797896
08083 CO Montezuma,Total,1305575.0,9939389.582724035,209,3152.679746299017,0.2414782564233397
08085 CO Montrose,Total,1435241.0,28631744.48690404,223,5350.863900988703,0.372819888854116
08087 CO Morgan,Total,828071.0,0.0,145,0.0,0.0
08089 CO Otero,Total,812633.0,676655.7438893465,139,822.5908727243127,0.10122538374940626
08091 CO Ouray,Total,347012.0,15142135.750520723,53,3891.289728421764,1.1213703642588049
08093 CO Park,Total,1414836.0,64565041.608234935,231,8035.237495446848,0.5679271304551798
08095 CO Phillips,Total,440150.99999999994,0.0,73,0.0,0.0
08097 CO Pitkin,Total,622864.0000000001,5167660.082494354,94,2273.248794675663,0.36496711877322535
08099 CO Prowers,Total,1052380.0,0.0,175,0.0,0.0
08101 CO Pueblo,Total,1534539.9999999998,38035136.90889166,243,6167.263324108325,0.40189655037394434
08103 CO Rio Blanco,Total,2062655.0,4765003.557996763,333,2182.888810268806,0.10582908000944444
08105 CO Rio Grande,Total,583767.0,0.0,93,0.0,0.0
08107 CO Routt,Total,1515525.0,10296915.720150728,239,3208.880758169541,0.2117339376235655
08109 CO Saguache,Total,2028953.0,11066625.641493324,337,3326.6538205069255,0.1639591365845796
08111 CO San Juan,Total,248502.0,0.0,42,0.0,0.0
08113 CO San Miguel,Total,824628.0,14035144.426724002,124,3746.3508146894096,0.4543079806518103
08115 CO Sedgwick,Total,351741.0,0.0,62,0.0,0.0
08117 CO Summit,Total,396319.0,9537838.809790052,67,3088.3391668969994,0.7792558940896094
08119 CO Teller,Total,357730.0,17178595.53501536,53,4144.706929930675,1.1586131803121558
08121 CO Washington,Total,1615427.0,0.0,259,0.0,0.0
08123 CO Weld,Total,2573786.0,0.0,436,0.0,0.0
08125 CO Yuma,Total,1516216.0,0.0,257,0.0,0.0
09001 CT Fairfield,Total,446378.47923685965,2504874022.767631,65,50048.71649470775,11.212170573337753
09003 CT Hartford,Total,465181.30983668787,2630265162.165395,73,51286.11081146039,11.02497235528777
09005 CT Litchfield,Total,626615.9850164179,3448817544.9728556,93,58726.63403408079,9.372029351045377
09007 CT Middlesex,Total,249612.48588788285,1588063386.4091754,37,39850.51300057724,15.96495177668183
09009 CT New Haven,Total,448633.8317872127,2614548157.840185,67,51132.652560181006,11.397413422096363
09011 CT New London,Total,400230.0946290019,2339400236.317364,61,48367.34679840692,12.084885031756947
09013 CT Tolland,Total,268944.16569743317,1663160122.5754595,41,40781.86021475062,15.163690243658573
