FIPS,Snow_Prob,Hover_county_name,Standardized_Jan_Temp,Standardized_Jan_Sun,Standardized_Jul_Temp,Standardized_Jul_Hum,Standardized_Topog,Standardized_LN_Water,Natural_Amenity_Rank,Urban_influence,Forest_Percent
01103,0.5333333333333333,"MORGAN, AL",0.68987,-0.07551,-0.18209,-0.75347,0.77701,0.63376,4,2,48.027181606313
01105,0.0458333333333333,"PERRY, AL",1.20277,-0.07551,-0.15895,-0.75347,0.77701,-0.15466,4,8,77.81837808104399
01107,0.005,"PICKENS, AL",1.00423,-0.64758,-0.39255,-0.68502,0.77701,0.07092,4,6,83.30542047248822
01109,0.0,"PIKE, AL",1.3434,0.01482,0.22946,-0.89039,-0.73966,-0.89104,3,5,72.33155607701816
01111,0.15,"RANDOLPH, AL",0.93805,-0.07551,0.0763,-0.75347,0.77701,-0.25558,4,8,75.51318049573078
01113,0.0,"RUSSELL, AL",1.31859,0.01482,-0.01148,-0.89039,-0.73966,0.07222,3,2,78.11028894572874
01115,0.0741666666666666,"ST. CLAIR, AL",1.00423,-0.64758,0.11832,-0.68502,0.92868,0.66984,4,2,70.36715451272737
01117,0.0488888888888888,"SHELBY, AL",1.00423,-0.64758,0.11832,-0.68502,0.92868,0.40169,4,2,66.17592333561555
01119,0.0416666666666666,"SUMTER, AL",1.20277,-0.07551,-0.15895,-0.75347,-0.73966,0.04047,3,8,79.20581591281928
01121,0.0666666666666666,"TALLADEGA, AL",1.00423,-0.64758,0.11832,-0.68502,0.92868,0.61735,4,5,65.39576678644448
01123,0.05,"TALLAPOOSA, AL",1.08696,-0.07551,0.0969,-0.75347,0.77701,1.06077,4,5,77.00634893907585
01125,0.025,"TUSCALOOSA, AL",1.00423,-0.64758,-0.39255,-0.68502,0.77701,0.44806,4,2,77.85862695669174
01127,0.0,"WALKER, AL",0.89669,-0.64758,-0.07432,-0.68502,0.77701,0.24736,4,5,74.3089204754328
01129,0.0,"WASHINGTON, AL",1.20277,0.01482,0.00238,-0.89039,-0.73966,-0.08372,3,6,86.77421386642004
01131,0.0,"WILCOX, AL",1.20277,0.01482,0.00238,-0.89039,0.77701,0.47162,4,9,88.23154317258431
01133,0.0,"WINSTON, AL",0.70642,-0.64758,0.10401,-0.68502,0.77701,0.62346,4,6,77.61757165792338
04001,11.94,"APACHE, AZ",-0.44347,2.36332,0.95028,2.05327,-0.43633,-1.03461,5,8,39.65808639927226
04003,0.7000000000000001,"COCHISE, AZ",1.21932,3.26659,0.28848,1.91635,0.47368,-0.03609,7,5,25.850815928617347
04005,37.614285714285714,"COCONINO, AZ",-0.19529,2.36332,1.53133,2.05327,-0.13299,-0.68508,6,7,37.46574189688112
04007,1.3199999999999998,"GILA, AZ",0.80569,2.90528,0.28803,2.46401,1.23201,-0.19765,7,4,56.56796569234571
04009,0.0,"GRAHAM, AZ",0.99596,3.26659,-1.42291,1.91635,1.08035,-0.63692,6,8,31.50643832143183
04011,0.0,"GREENLEE, AZ",1.11177,3.26659,-1.67876,1.91635,1.83868,-1.27179,6,8,54.773890169391116
04012,0.0,"LA PAZ, AZ",1.86458,3.44725,-2.85779,2.25864,0.32201,-2.35103,5,8,0.16059957173446998
04013,0.0,"MARICOPA, AZ",1.51713,2.90528,-2.54734,2.46401,1.23201,-0.70154,6,1,1.27741680059688
04015,3.325,"MOHAVE, AZ",0.29279,2.36332,0.82954,1.71098,0.47368,0.17138,6,2,17.460402624368502
04017,16.04,"NAVAJO, AZ",-0.02157,2.36332,-0.68083,2.05327,-0.43633,-1.36465,4,8,33.42157270504356
04019,0.2285714285714286,"PIMA, AZ",1.50886,3.26659,-1.29222,1.91635,0.47368,-1.83629,5,2,12.837644692635891
04021,0.0,"PINAL, AZ",1.46749,2.90528,-2.57213,2.46401,0.32201,-1.22618,5,1,6.18155276900126
04023,0.0,"SANTA CRUZ, AZ",0.70642,3.26659,1.23331,1.91635,0.47368,-1.64495,6,5,47.67944446722601
04025,0.9833333333333334,"YAVAPAI, AZ",0.24315,2.36332,1.07363,1.71098,1.23201,-1.4121,6,3,33.35752448751132
04027,0.0,"YUMA, AZ",1.86458,3.44725,-2.85779,2.25864,0.32201,-0.79472,5,2,0.45454545454545003
05001,0.2333333333333333,"ARKANSAS, AR",0.61542,-0.16583,-0.71671,-0.27427,-1.19466,0.86897,3,7,31.758671619618937
05003,0.0,"ASHLEY, AR",1.03732,-0.34649,-0.3581,-0.68502,-1.19466,0.42513,3,8,73.23895081346471
05005,0.6,"BAXTER, AR",0.32588,-0.0454,-0.50729,0.34184,1.53535,0.99066,5,8,57.05522889361645
05007,6.6,"BENTON, AR",0.36724,-0.0454,-0.19535,-0.0689,1.53535,0.79637,5,2,38.52608197303898
05009,1.7000000000000002,"BOONE, AR",0.35897,-0.0454,-0.3384,-0.0689,1.68702,0.38827,4,8,47.112168242849826
05011,0.0,"BRADLEY, AR",0.96287,0.04493,-0.7045,-0.41119,-0.73966,-0.20808,3,8,89.59400465599863
05013,0.0,"CALHOUN, AR",0.94632,0.04493,-0.61417,-0.41119,-1.19466,-0.12262,3,9,86.60050013035135
05015,7.840000000000001,"CARROLL, AR",0.39206,-0.0454,-0.30395,-0.0689,1.53535,0.23745,4,8,49.30654212299001
05017,0.0,"CHICOT, AR",1.03732,-0.34649,-0.3581,-0.68502,-1.19466,1.09999,3,8,29.09745010771656
05019,0.4,"CLARK, AR",0.83051,0.04493,-0.68098,-0.41119,0.92868,0.43888,4,7,80.92341801651143
05021,2.55,"CLAY, AR",0.40033,-0.31638,-0.80621,-0.34273,-0.73966,-0.4994,2,8,20.00643470921888
05023,0.9,"CLEBURNE, AR",0.36724,-0.0454,-0.32979,0.34184,0.77701,1.08274,4,6,66.44653609841093
05025,0.2,"CLEVELAND, AR",0.94632,0.04493,-0.61417,-0.41119,-0.73966,-0.81513,3,6,88.75602951262698
05027,0.55,"COLUMBIA, AR",1.06214,0.04493,-0.43981,-0.41119,-0.73966,-1.144,3,7,85.5567899187533
05029,1.5333333333333332,"CONWAY, AR",0.64851,-0.25616,-0.89736,-0.34273,0.01867,0.41261,3,6,49.51927424717505
05031,2.1,"CRAIGHEAD, AR",0.54924,-0.31638,-0.86627,-0.34273,-0.73966,-0.52861,2,7,12.874630847977208
05033,1.65,"CRAWFORD, AR",0.50788,-0.0454,-1.17822,0.34184,1.53535,0.28206,4,2,62.75011445769094
05035,1.0,"CRITTENDEN, AR",0.63196,-0.16583,-0.88769,-0.27427,-1.19466,0.83628,3,1,11.98232663053529
05037,1.2,"CROSS, AR",0.65678,-0.16583,-0.5392,-0.27427,-0.73966,0.10803,3,4,12.970479073715099
05039,0.0,"DALLAS, AR",0.94632,0.04493,-0.61417,-0.41119,-0.73966,-1.07816,3,8,91.6344261086665
05041,0.2,"DESHA, AR",0.89669,-0.34649,-0.80029,-0.68502,-1.19466,1.08985,3,8,29.804809823158767
05043,0.0,"DREW, AR",0.91323,-0.34649,-0.40663,-0.68502,-0.73966,0.02727,3,8,75.52727442676921
05045,1.1,"FAULKNER, AR",0.70642,-0.25616,-0.78329,-0.34273,0.01867,0.57453,3,2,51.103189757585
05047,2.75,"FRANKLIN, AR",0.60715,-0.0454,-0.88665,0.34184,1.68702,0.34679,4,6,55.640689445901735
05049,4.0,"FULTON, AR",0.30933,-0.0454,-0.39008,0.34184,0.77701,-0.47919,4,8,58.42030529930453
05051,0.0333333333333333,"GARLAND, AR",0.84705,-0.25616,-0.85197,-0.34273,1.08035,1.16713,4,5,76.73844284751084
05053,0.2,"GRANT, AR",0.79742,-0.25616,-0.44655,-0.34273,-0.73966,-0.78059,3,6,90.89305535164107
05055,1.7,"GREENE, AR",0.46651,-0.31638,-0.62975,-0.34273,-0.73966,-0.44082,3,7,24.79177399559598
05057,1.6,"HEMPSTEAD, AR",0.7726,0.04493,-0.6875,-0.41119,-0.73966,0.36612,3,6,67.81736296828424
05059,0.15,"HOT SPRING, AR",0.84705,-0.25616,-0.85197,-0.34273,0.92868,0.16615,4,6,69.80214310276628
05061,1.25,"HOWARD, AR",0.74778,0.04493,-0.55201,-0.41119,0.92868,0.22773,4,8,66.9200044830541
05063,1.4,"INDEPENDENCE, AR",0.38379,-0.31638,-0.50078,-0.34273,0.77701,0.0917,4,8,45.76607615093895
05065,3.0,"IZARD, AR",0.32588,-0.0454,-0.50729,0.34184,1.53535,-0.21234,4,9,65.14264926933423
05067,1.2,"JACKSON, AR",0.60715,-0.31638,-0.80598,-0.34273,-1.19466,0.19823,3,8,17.50474197637484
05069,0.8,"JEFFERSON, AR",0.93805,-0.34649,-0.94544,-0.68502,-0.73966,0.69728,3,2,32.90725610423595
05071,0.9,"JOHNSON, AR",0.63196,-0.0454,-0.91458,0.34184,1.68702,0.67045,5,8,66.66119764873592
05073,0.675,"LAFAYETTE, AR",0.7726,0.04493,-0.6875,-0.41119,-1.043,0.7355,3,6,61.331814107514106
05075,0.8,"LAWRENCE, AR",0.41688,-0.31638,-0.70832,-0.34273,0.77701,0.07366,3,8,23.65064753465287
05077,0.775,"LEE, AR",0.65678,-0.16583,-0.5392,-0.27427,-0.73966,0.64537,3,4,23.39576262339574
05079,0.3333333333333333,"LINCOLN, AR",0.89669,-0.34649,-0.80029,-0.68502,-0.73966,0.43118,3,6,40.66533744452991
05081,0.5,"LITTLE RIVER, AR",1.02078,0.04493,-0.69798,-0.41119,-1.043,1.02322,3,6,58.30016487295951
05083,1.9,"LOGAN, AR",0.63196,-0.0454,-0.91458,0.34184,1.08035,0.66052,4,6,57.214789356156736
05085,0.75,"LONOKE, AR",0.82223,-0.16583,-0.87781,-0.27427,-1.19466,0.89542,3,2,24.381775175969082
05087,6.9,"MADISON, AR",0.3507,-0.0454,-0.3739,-0.0689,1.68702,-1.97604,3,6,57.855087774620706
05089,4.737500000000001,"MARION, AR",0.32588,-0.0454,-0.50729,0.34184,1.53535,1.09038,5,9,56.01506806395074
05091,0.37,"MILLER, AR",1.02078,0.04493,-0.69798,-0.41119,-0.73966,0.48185,3,2,50.09443980542817
05093,1.4,"MISSISSIPPI, AR",0.4996,-0.31638,-0.94484,-0.34273,-1.19466,0.53563,3,3,5.54213246058804
05095,0.5,"MONROE, AR",0.65678,-0.16583,-0.70053,-0.27427,-1.19466,0.54385,3,8,44.47176711399803
05097,1.0833333333333333,"MONTGOMERY, AR",0.63196,0.04493,-0.4306,-0.41119,0.92868,0.55454,4,9,81.76271295878286
05099,1.1,"NEVADA, AR",0.8636,0.04493,-0.88852,-0.41119,-0.73966,-0.98489,3,8,82.51418727898063
05101,13.3,"NEWTON, AR",0.35897,-0.0454,-0.3384,-0.0689,1.68702,-1.85533,3,9,88.12168646392848
05103,0.5,"OUACHITA, AR",0.89669,0.04493,-0.74652,-0.41119,-0.73966,0.07091,3,7,86.68273430951963
05105,0.5,"PERRY, AR",0.67333,-0.25616,-0.62953,-0.34273,1.08035,0.36874,4,6,77.77304660125243
05107,0.7,"PHILLIPS, AR",0.72296,-0.16583,-0.6854,-0.27427,-1.19466,0.91256,3,8,19.61992809451467
05109,0.1999999999999999,"PIKE, AR",0.63196,0.04493,-0.4306,-0.41119,0.92868,0.38908,4,9,77.29055857453525
05111,1.2,"POINSETT, AR",0.47479,-0.31638,-0.80935,-0.34273,-1.19466,-0.07266,2,4,15.28685438133184
05113,0.3,"POLK, AR",0.68987,-0.0454,-0.37031,0.34184,0.92868,-0.4688,4,8,78.0796959743142
05115,1.0,"POPE, AR",0.64024,-0.0454,-0.85219,0.34184,1.68702,0.52146,4,7,71.09757659181997
05117,1.1,"PRAIRIE, AR",0.6816,-0.16583,-0.78224,-0.27427,-1.19466,0.87227,3,6,26.50903770503864
05119,1.5,"PULASKI, AR",0.54924,-0.25616,-0.92005,-0.34273,0.92868,0.89157,4,2,43.56944324391421
05121,4.3,"RANDOLPH, AR",0.41688,-0.31638,-0.70832,-0.34273,0.77701,-0.14817,3,8,46.880365121247955
05123,1.0,"ST. FRANCIS, AR",0.65678,-0.16583,-0.5392,-0.27427,-1.19466,0.23859,3,3,26.66472114129055
05125,0.2666666666666666,"SALINE, AR",0.63196,-0.25616,-0.4306,-0.34273,0.92868,-0.04095,4,2,71.27541361046684
05127,0.5666666666666668,"SCOTT, AR",0.65678,-0.0454,-0.70053,0.34184,1.08035,-0.31441,4,6,80.16531313558723
05129,1.45,"SEARCY, AR",0.36724,-0.0454,-0.32979,0.34184,1.68702,-0.75628,4,9,67.28221781771394
05131,1.3,"SEBASTIAN, AR",0.50788,-0.0454,-1.17822,0.34184,1.08035,0.39081,4,2,46.74965180171488
05133,1.2,"SEVIER, AR",0.83051,0.04493,-0.51965,-0.41119,-0.73966,0.66726,3,8,66.46802251893511
05135,1.7,"SHARP, AR",0.30933,-0.0454,-0.39008,0.34184,0.77701,-0.50313,4,8,64.75942506652505
05137,4.3,"STONE, AR",0.36724,-0.0454,-0.32979,0.34184,1.53535,-0.31754,4,9,83.8671071611539
05139,0.0166666666666666,"UNION, AR",0.96287,0.04493,-0.67761,-0.41119,-0.73966,0.31905,3,7,91.51660977247415
05141,3.0,"VAN BUREN, AR",0.36724,-0.0454,-0.32979,0.34184,1.68702,0.38804,5,6,69.55987079340238
05143,3.4,"WASHINGTON, AR",0.3507,-0.0454,-0.3739,-0.0689,1.53535,-0.17516,4,2,51.74981877298831
05145,0.8,"WHITE, AR",0.64851,-0.31638,-0.81669,-0.34273,0.01867,-0.03523,3,5,33.81397205511007
05147,0.7,"WOODRUFF, AR",0.65678,-0.16583,-0.70053,-0.27427,-1.19466,0.20933,3,8,26.788748285643237
05149,1.3,"YELL, AR",0.65678,-0.0454,-0.91563,0.34184,1.08035,0.50718,4,8,80.38054686119978
06001,0.0,"ALAMEDA, CA",1.05387,0.58689,2.32103,-1.23267,1.08035,1.31595,6,1,18.8756506979425
06003,22.836666666666662,"ALPINE, CA",-0.00502,1.46005,1.75632,2.53247,1.83868,-0.17076,7,9,80.03059642755323
06005,0.0,"AMADOR, CA",1.07041,1.00842,0.69809,2.32709,1.68702,0.43644,7,4,51.765961666802006
06007,0.05,"BUTTE, CA",1.02078,-0.43682,0.40442,1.91635,1.68702,0.51428,6,2,48.16297998174121
06009,0.0,"CALAVERAS, CA",0.32588,1.00842,2.58482,2.32709,1.68702,0.34021,7,6,67.5479728962931
06011,0.0,"COLUSA, CA",0.97941,-0.43682,0.4958,1.91635,1.68702,-0.30188,5,4,27.36619476854067
06013,0.02,"CONTRA COSTA, CA",1.35995,0.58689,5.24785,-1.23267,1.08035,1.31645,7,1,10.41796401520218
06015,0.0,"DEL NORTE, CA",1.15314,0.49656,5.91982,-0.27427,1.83868,1.61805,7,8,77.5603165112438
06017,40.9,"EL DORADO, CA",0.62369,-0.43682,1.28162,1.91635,1.83868,0.87758,6,1,73.37157648136093
06019,0.1399999999999999,"FRESNO, CA",1.02905,1.00842,-0.20539,2.32709,1.83868,0.03595,6,2,31.508693283267743
06021,0.0,"GLENN, CA",0.89669,-0.43682,0.1139,1.91635,1.83868,0.04897,5,6,25.39888829060818
06023,0.25,"HUMBOLDT, CA",1.1945,0.49656,6.50064,-0.27427,1.83868,1.39483,7,7,71.30672034541101
06025,0.0,"IMPERIAL, CA",1.74049,3.20637,-2.52989,2.60092,0.32201,1.10527,6,3,0.27386104599648
06027,0.0,"INYO, CA",0.3507,3.20637,0.16386,2.60092,1.23201,-0.47077,7,8,7.55169691138899
06029,0.109090909090909,"KERN, CA",1.21104,1.00842,-0.9032,2.32709,1.83868,-0.6465,6,2,14.62166626298228
06031,0.0,"KINGS, CA",1.00423,1.00842,0.03765,2.32709,0.01867,-0.91435,5,5,0.0
06033,0.0,"LAKE, CA",0.78087,-0.43682,1.47215,1.91635,1.83868,0.97433,6,3,44.10802523825474
06035,16.4,"LASSEN, CA",-0.24493,1.46005,1.53342,2.53247,0.32201,0.74304,6,6,41.311241492846804
06037,0.0185185185185185,"LOS ANGELES, CA",1.79012,2.18267,3.84046,-0.82193,1.83868,1.50471,7,1,5.99387099755036
06039,0.0,"MADERA, CA",1.02905,1.00842,-0.09784,2.32709,1.83868,-0.10614,6,2,49.57349673239484
06041,0.0,"MARIN, CA",1.16141,0.49656,3.66985,-0.27427,1.08035,2.00152,7,1,18.98796534359344
06043,0.0,"MARIPOSA, CA",0.31761,1.00842,2.79131,2.32709,1.83868,-0.03249,7,6,65.27810475756452
06045,0.08,"MENDOCINO, CA",1.24413,0.49656,6.49855,-0.27427,1.68702,1.27947,7,3,69.58177497387773
06047,0.0,"MERCED, CA",1.0125,1.00842,0.39581,2.32709,-0.73966,0.50092,5,2,2.41423743644361
06049,28.3,"MODOC, CA",-0.35247,-0.43682,2.33564,1.91635,0.47368,1.0497,6,8,45.147296151997054
06051,64.69999999999999,"MONO, CA",-0.00502,1.46005,1.75632,2.53247,1.83868,0.62998,7,8,36.676183300083096
06053,0.0,"MONTEREY, CA",1.41786,0.58689,5.22747,-1.23267,1.83868,1.39808,7,2,18.94016161170949
06055,0.0,"NAPA, CA",1.20277,0.49656,3.55158,-0.27427,1.68702,0.86778,7,1,37.74815444013303
06057,34.08,"NEVADA, CA",0.11907,-0.43682,3.44501,1.91635,1.83868,0.37746,7,4,64.55671665396753
06059,0.0,"ORANGE, CA",1.76531,2.18267,2.9542,-0.82193,1.08035,1.57675,7,1,0.35557865142816
06061,28.100000000000005,"PLACER, CA",0.99596,-0.43682,0.62057,1.91635,1.83868,1.06826,6,1,63.4954032591154
06063,34.72,"PLUMAS, CA",0.06943,-0.43682,2.64047,1.91635,1.83868,0.52469,6,6,85.24831598897742
06065,0.0,"RIVERSIDE, CA",1.59158,2.18267,1.61715,-0.82193,1.83868,0.2295,6,1,1.9314150666477101
06067,0.0,"SACRAMENTO, CA",1.0125,-0.43682,1.22934,1.91635,-0.73966,0.66982,5,1,2.0951822935213
06069,0.0333333333333333,"SAN BENITO, CA",1.31031,0.58689,3.87866,-1.23267,1.68702,-1.03218,6,3,15.41994035115949
06071,0.1909090909090909,"SAN BERNARDI, CA",1.58331,2.18267,1.017,-0.82193,0.32201,-0.71033,5,1,3.67858687711293
06073,0.1857142857142857,"SAN DIEGO, CA",1.84803,2.18267,3.60498,-0.82193,1.83868,1.1244,7,1,4.20255059977165
06075,0.0,"SAN FRANCISC, CA",1.49231,0.58689,6.21918,-1.23267,1.08035,2.37209,7,1,0.0
06077,0.0,"SAN JOAQUIN, CA",0.97114,1.00842,0.78295,2.32709,-0.73966,0.42308,6,2,1.72408421113939
06079,0.0,"SAN LUIS OBI, CA",1.57504,0.58689,4.63826,-1.23267,1.08035,1.22616,7,2,10.0112306412499
06081,0.0,"SAN MATEO, CA",1.3765,0.58689,4.35088,-1.23267,1.08035,2.03131,7,1,17.322345414523298
06083,0.0,"SANTA BARBAR, CA",1.68258,2.18267,4.23936,-0.82193,1.83868,1.84554,7,2,10.48695744076622
06085,1.44,"SANTA CLARA, CA",1.3765,0.58689,3.43669,-1.23267,1.68702,0.09731,6,1,31.092027915209318
06087,0.0,"SANTA CRUZ, CA",1.31859,0.58689,4.90901,-1.23267,1.08035,1.8243,7,1,50.94496549328041
06089,5.333333333333333,"SHASTA, CA",0.06943,-0.43682,1.96827,1.91635,1.83868,0.33879,6,2,77.83664614725387
06091,17.0,"SIERRA, CA",-0.31111,-0.43682,2.86269,1.91635,1.83868,0.02671,6,6,82.77697777594278
06093,20.666666666666664,"SISKIYOU, CA",0.08598,0.49656,1.15197,-0.27427,1.83868,0.06176,5,8,75.74183898524862
06095,0.0,"SOLANO, CA",1.00423,-0.43682,1.08628,1.91635,1.08035,1.23036,6,1,4.88740373785422
06097,0.0,"SONOMA, CA",1.09523,0.49656,3.57405,-0.27427,1.68702,1.34946,7,1,39.65914964751981
06099,0.0,"STANISLAUS, CA",1.0125,1.00842,0.93357,2.32709,1.68702,0.24007,7,2,10.060713449985299
06101,0.0,"SUTTER, CA",1.04559,-0.43682,0.29582,1.91635,-1.19466,0.09285,4,2,2.9026011255288897
06103,8.706666666666667,"TEHAMA, CA",1.02078,-0.43682,-0.6711,1.91635,1.83868,-0.42535,5,5,50.565874445272186
06105,3.4,"TRINITY, CA",0.30106,0.49656,1.67168,-0.27427,1.83868,0.032,5,6,90.63562451700814
06107,23.51428571428572,"TULARE, CA",1.05387,1.00842,-0.04511,2.32709,1.83868,-0.53054,6,2,44.81693291184555
06109,16.32,"TUOLUMNE, CA",0.91323,1.00842,0.642,2.32709,1.83868,0.37033,7,6,72.3106461340273
06111,0.0,"VENTURA, CA",1.73222,2.18267,4.66747,-0.82193,1.83868,1.56774,7,1,17.688356164559078
06113,0.0,"YOLO, CA",1.03732,-0.43682,0.79808,1.91635,1.68702,0.09699,6,1,10.03353447039195
06115,18.55,"YUBA, CA",1.04559,-0.43682,0.29582,1.91635,1.68702,0.46292,6,2,45.026423815046876
08001,33.2,"ADAMS, CO",-0.24493,1.88158,0.51168,1.3687,-0.73966,-0.29631,5,1,0.18939393939393
08003,49.7,"ALAMOSA, CO",-1.29554,2.15256,1.56886,1.30024,-1.043,-1.09244,4,8,6.08974358974359
